rolename
DCGR_BEW_AZUBI
DCGR_BEW_RECR
DC_FOUNDATION_BEMA
DC_FOUNDATION_KST
DC_FOUNDATION_NDL
DCGR_ABLU
DCGR_AZUBI
DCGR_HOTLINE
DC_WF_ROLE_USERID_BY_HIRE
DC_WF_ROLE_USERID_BY_JOID
DCGR_BR_CHRYSLER
DCGR_BR_DCVD_ZENTRALE
DCGR_BR_FR_BSAE
DCGR_BR_FR_LOE
DCGR_BR_KIEL
DCGR_BR_LUEBECK
DCGR_BR_SIFI050
DCGR_BR_SIFI059
AM Administrator
AM Administrator NLD
AM EA Administrator
AM Pivot Administrator
AM Pivot User
AWE Administrator
Administer HR Dashboards
AppServer Administrator
Approvals Fluid
DC_AZ_RECRUITER
DC_BETRIEBSRAT_99
DC_BETRIEBSRAT_99_RO
DC_PPM_TRACE
DCGR_BR_235_NDL_SCHWEINF
DCGR_BR_637_ANOTA_GEROLZH
DC_ADMIN_DCGR_BR_NDL
DC_ADMIN_DCGR_BR_040
DC_PAPVP
DC_MITARB_ADDON_LUFELDE
DC_MITARB_ADDON_MCC
DC_MOVE
DC_ORGANISATOR
DCGR_463
DCGR_464
DCGR_465
DCGR_466
DCGR_467
DCGR_468
DCGR_469
DCGR_470
DCGR_472
DCGR_473
DCGR_474
DCGR_475
DCGR_476
DCGR_148
GP Administrator
GP Administrator ARG
GP Administrator AUS
GP Administrator BRA
GP Administrator CHE
GP Administrator CHN
GP Administrator DEU
DC_TOS
DC_TREEMANAGER
DC_E_BETRIEBSRAT_RO
DC_E_BETRIEBSRAT_RO_ADDON_DCAG
DC_E_BETRIEBSRAT_RO_ADDON_DCS
DCGR_BR_205_PKW
DCGR_BR_205_LKW
DCGR_BR_207_LKW
DC_FOUNDATION2
DC_FOUNDATION_INTEIN
DCGR_BR_207_PKW
DC_GEW_BEITRAG
DC_GPM_INTEIN
DCGR_BR_208_LKW
DC_HRCONSULTANT_GMBH
DC_HRCONSULTANT_INTEIN
DC_HRCONSULTANT_INTEIN_CORR
DC_HRCONSULTANT_INTEIN_READ
DC_HRCONSULTANT_SUPPORT_INTEIN
DC_IDEEN_BUERO
DC_KINTANA
DC_MASTER
DC_MIGRATION
DC_TEAMLEITUNG_INTEIN
DC_E_BETRIEBSRAT_GEHALT
DCGR_BR_040
DC_MITARB_ADDON_DCAG
DC_MITARB_ADDON_DCS
DC_MITARB_ADDON_DCVD
DCGR_IMPAT
DCGR_KRITISCH
DCGR_LFK
DCGR_LUFELDE
DCGR_MA_KAT__82
DCGR_PRAKTIKANT
DCGR_SBBE4
DCGR_VORSTAND
DC_ERA_BEWERTER_LIGHT
DC_ADMIN_DCGR_BR_CHRYSLER
DC_ADMIN_DCGR_BR_DCVD_ZENTRALE
DC_ADMIN_DCGR_BR_FR_BSAE
DC_ADMIN_DCGR_BR_FR_LOE
DC_ADMIN_DCGR_BR_KIEL
DC_ADMIN_DCGR_BR_LUEBECK
DC_ADMIN_DCGR_BR_SIFI050
DC_ADMIN_DCGR_BR_SIFI059
DC_ADMIN_DCGR_BR_SIFI_RT
DC_ADMIN_DCGR_BR_ULM
DC_ADMIN_DCGR_BR_UT_010
DC_ADMIN_DCGR_BR_UT_019
DC_ADMIN_DCGR_BR_ZENTRALE
DC_ARBEITSBEWERTER
Security: People without Jobs
Shared Components Fluid
Spokesperson
DC_AZ_AUSBILDER
Standard Non-Page Permissions
Standard Query Permissions
SA Administrator
DC_TREEVIEWER
Stock Administrator
TBH Security - CWR access
TBH Security - DEPT Category
TBH Security - EMP access
TBH Security - KUEMP_MGR_LABOR
DC_WF_ROLE_USERID_BY_OPRID
DCGR_BR_222_PKW
DCGR_BR_223_LKW
DCGR_BR_223_PKW
DCGR_BR_224_PKW
DCGR_BR_225_LKW
DCGR_BR_225_PKW
DCGR_BR_226_LKW
DCGR_BR_226_PKW
DCGR_BR_227_LKW
DC_VORG_ADDON_LUFELDE
DCGR_BR_203_NDL
DCGR_BR_204_NDL
DCGR_BR_205_NDL
DCGR_BR_207_NDL
DCGR_BR_208_NDL
TL Compensation-Manager
CS - SM Security Test
CS Administrator NLD
EIR Administrator
EIR Inquiry
Sample-T&L Admin
Search- Time
Search-Benefit
Search-Job
Search-Payroll for NA
Worklist Administrator
OD Integration Setup
OD Manager JPM
OD Manager ePerformance
OD Oracle Internal User
Training Administrator MEX
Training Budget Administrator
TreeManager
DC_MITARB_ADDON_DCVG
DC_MITARB_ADDON_EVO
DC_POWERENTW
DC_PROCESS
DC_PROVISION_SB
DC_PRUEFER_BG
DC_PRUEFER_DRV
DC_PRUEFER_STEUER
VC Administrator
WorkCenter Developmnt Internal
DC_READ
DC_READAP
DC_READPT
DC_REPORTER
DC_REPORTING_INTERN
DC_REPORTING_SETUP
DC_SOZIALBETREUER_DEZENTRAL
DC_SOZIALBETREUER_ZENTRAL
DC_STANDORTE
DC_ST_REPORTER_ADDON_Y_TBL
DC_ST_REPORTER_KONZERN_BEW
DC_ST_REPORTER_KONZERN_NORMAL
DC_ST_REPORTER_KONZERN_POWER
DC_ST_REPORTER_WERK_NORMAL
DC_ST_REPORTER_WERK_POWER
DC_StartAppPrcsServer
DC_VORG_ADDON_DCAG
DC_VORG_ADDON_DCS
DC_VORG_ADDON_DCVD
DC_VORG_ADDON_DCVG
DC_VORG_ADDON_EVO
DC_VORG_ADDON_MCC
DC_VWLRUECK
Sample-Reports
Sample-Row Level Security
DC_WEBLIB
DC_WERKSARZT
DC_MITARBEITER
DC_BKK
DC_WF_ROLE_HR_LM
Sample-User Profile Create
Search- Absence
Search- AppIndex
Search- Career Plan
Search- JobPostings
DC_ADMIN_HR_RAS
DCGR_TBH_EINTRITT_ALL
DC_HR_EINTRITT_88
Sample-Unlock Users
Search- Performance
Search- Succession Plan
DC_CALLCENTER
DC_CLEARING_INTEIN
DC_ENTW
DC_COMPARE
DC_CSD
DC_ENTWSEC
DC_ERA_BEWERTER_POWER
DC_UC4PROCESS
DC_URLCHECK
DC_USER
TBH Security - USA access
TBH Security - all templates
TCD_Administrator
TL Alerts Administrator
TL Approval Administrator
Mobile Component Administrator
DC_ERA_BEWERTER_NDL
DC_BETRIEBSRAT_AZ
DC_HR_VAST
DCGR_TBH_EINTRITT_88
DCGR_BR_SIFI_RT
DCGR_BR_ULM
DC_HRCONSULTANT
DC_HRCONSULTANT_LIGHT
DC_UPLOAD
DCGR_843
DCGR_530_530_02
DCGR_530_530_03
DCGR_530_530_04
DC_ZEITABRECHNER
DCGR_530_530_05
DCGR_530_530_07
DCGR_103
DC_TAXAPPROVER
DC_TAXCONSULTANT
DCGR_030
DC_DCUK3
DCGR_530_530_08
DCGR_530_530_09
HR Administrator DEU
HR Administrator ESP
HR Administrator FRA
HR Administrator GBR
HR Administrator HKG
HR Administrator IND
HR Administrator ITA
HR Administrator JPN
HR Administrator MEX
HR Administrator MIL
HR Administrator NI
Guided Process Administrator
Guided Process User
HCM Delegation Admin
HR Admin CAN Confdl Data
HR Administrator
HR Administrator ARG
[ROLE]Roleuser By Spokesperson
[ROLE]Supervisor-Full Posn Mgt
[ROLE]Supervisor-No Posn Mgt
AM Pivot User Fluid
Absence Employee Fluid
Absence Manager Fluid
AdhocRole
AdhocUser_Role
Adhoc_Role
Applicant
Fusion Integration Specialist
[ROLE] Roleuser R1 by RoleName
[ROLE] Roleuser R2 by RoleName
[ROLE] Roleuser RF by RoleName
[ROLE]Roleuser By EMPLID
ePerformance Employee Fluid
ePerformance Manager Fluid
[ROLE] Roleuser SSF Collector
Company Directory Admin
Company Directory Guest User
Company Directory Mobile User
Company Directory User
DataMover
GP Administrator THA
GP Employee Fluid
GP Rule and Non Rule Packages
GP Super Administrator IND
GPCN Payroll Approver
HCI_RECORD Service Data Access
HCM SOA Services Portal Access
HCM Security Administrator
HR Administrator AUS
HR Administrator BEL
HR Administrator BRA
HR Administrator CAN
HR Administrator CHE
HR Administrator CHN
HR Administrator MYS
HR Administrator NZL
Delegate_GSS_Initiate
Delegate_JobOffer_Approve
Delegate_JobOpening_Approve
Delegate_LocChange_Initiate
Delegate_Location_Approve
Delegate_PerformancDoc_Approve
Delegate_Promotion_Approve
Delegate_Promotion_Initiate
Delegate_ReportingChg_Approve
Delegate_ReportingChg_Initiate
Delegate_Retire_Approve
Delegate_Retire_Initiate
Delegate_Terminate_Approve
Delegate_Terminate_Initiate
HR Administrator NLD
HR Administrator OWS
HR Administrator USA
HR Developmental Staff
HR Labor Agmt Administrator
HR Labor Comp Specialist
HR Labor Event Administrator
[ROLE]Supervisor-Part Posn Mgt
delegate_ePerformaceDevDoc_Upd
delegate_ePerformaceDoc_Update
eBenefits Appr Administrator
ePerformance Employee
ePerformance HR Admin
ePerformance Manager
ePerformance Setup
eProfile Employee Fluid
eProfile Manager Fluid
translation_role
Benefits Administrator
Benefits Administrator CHN
DCGR_GMBH_BLAU
DCGR_GMBH_GELB
CONTRACTING_OFFICER
CRM_Integration_Admin
Collaborative Apps Admin
Compensation Administrator
DC_BAV_TRIGGER
DC_IB_SERVICES
Credit Card Administrator
Credit Card User
DC_IB_SERVICES_READ
DC_ARCHIV_ZEITABRECHNER
DCGR_NDL_213
DCGR_NDL_214
DCGR_NDL_216
DCGR_484
DCGR_485
DCGR_486
DCGR_487
DCGR_488
DCGR_495
DC_BEMA_MAILTEXT
DCGR_496
DCGR_497
DCGR_512
DCGR_516
DCGR_517
DCGR_527
DCGR_530
DCGR_608
DCGR_613
DCGR_616
DCGR_617
DCGR_628
DCGR_637_216
DCGR_637_227
DCGR_637_637_00
DCGR_637_637_01
DCGR_637_637_02
DCGR_637_637_03
DCGR_637_637_04
DCGR_637_637_05
DCGR_641
DCGR_643
DCGR_654
DCGR_656
DCGR_781
DCGR_783
DCGR_788
DCGR_845
DCGR_846
Dataset Administrator
Delegate Add TBH
Delegate Approve Compensation
Delegate Approve Overtime
Delegate Career Prog Chart
Delegate Employee Absence Bal
Delegate Employee Absence Hist
Delegate Employee Absence Rqst
Delegate Manage App Pay Time
GP Administrator MYS
GP Administrator NLD
GP Administrator NZL
GP Administrator SGP
GP Administrator USA
GP Authorized User IND
GP Pivot Administrator
GP Search Administrator
GPS Administrator
GPS Administrator 1
GPS Administrator 2
GP Administrator ESP
GP Administrator FRA
GP Administrator GBR
GP Administrator HKG
GP Administrator IND
GP Administrator JPN
GP Administrator MEX
DC_R_HD_UFT
DC_FUT_BETRIEBSORGANISATION
DCGR_TBH_R_EINTRITT_88
TESTPM_RL
DC_DATENMODELL
DCGR_462
DCGR_477
DCGR_483
DC_ENTGELTABRECHNER_TEST
DCGR_848
DCGR_859
DCGR_BR_020
DCGR_BR_054
DCGR_BR_060
DCGR_BR_069
DCGR_BR_212_OST_LKW
DCGR_BR_212_OST_PKW
DCGR_BR_224_NFZ
DC_ADMIN_SEC
DC_MISTA_PRÜFER
DC_HR_SSC_FUNC_ADMIN
DC_HR_SSC_WORK_ADMIN
DC_HR_RAS
DC_SBV_ADDON_MITBEWERBER
DC_SCHWERBEHINDERTENVERTRETER
DCGR_189
DC_DCUK2
DC_ADMINISTRATOR
DC_LOGIN
DC_LOGIN_EXTERN
DCGR_844
DC_DCUK1
DCGR_379
DCGR_392
DCGR_393
DCGR_394
DC_HR_SSC_EMAIL_ADMIN
DC_HR_SSC_FORM_CLEAR
DC_HR_SSC_FORM_DESIGN
DCGR_400
DCGR_405
DCGR_410
DCGR_411
DCGR_414
DCGR_415
DCGR_421
DCGR_433
DCGR_460
DCGR_461
DCGR_BR_233_NDL_BREMEN
DCGR_BR_233_NDL_EMDEN
DCGR_BR_235_NDL_WÜRZBURG
DCGR_BR_236_NDL_FREIBURG
DCGR_BR_236_NDL_SÄCKINGEN
DCGR_BR_237_NDL
DCGR_BR_239_NDL
DCGR_BR_240_NDL
DCGR_BR_241_NDL
DCGR_BR_242_NDL
DCGR_BR_243_NDL
DCGR_BR_244_NDL
DCGR_BR_245_NDL
DCGR_BR_247_NDL
DCGR_BR_248_NDL
DCGR_BR_249_NDL
DC_RECRUITER_SE_EVO
DC_POWER_DEVELOPER
DC_PROTOTYPE
DCGR_BR_256_NDL
DCGR_BR_257_NDL_241
DCGR_BR_257_NDL_242
DCGR_BR_257_NDL_243
DCGR_BR_257_NDL_256
DCGR_BR_258_NDL
DCGR_BR_259_NDL
DCGR_BR_260_NDL
DCGR_BR_261_NDL
DCGR_BR_262_NDL
DCGR_BR_263_NDL
Facilities Administrator
Federal Employee
Federal Manager
Federal NFC SINQ Administrator
Federal NFC SINQ User
Federal Self Service Admin
DCGR_224
DCGR_850
DCGR_BR_030
DC_VVD
DCGR_010_002
DCGR_010_008
DCGR_010_010
DCGR_050_059_39
DCGR_050_059_59
DCGR_050_059_79
DCGR_050_059_89
DCGR_052_050
DCGR_052_059
DCGR_054
DCGR_060_006
DCGR_060_038
DCGR_060_060
DCGR_065
DCGR_067
DCGR_068
Health & Safety Admin. MEX
Health & Safety Administrator
Integration Process Admin
Integration Process User
Integrations Administrator
JPM Administrator
Job_Requisition_Authorizor
LMLELM_ELM_User
LMLELM_Enrollment_Admin
LMLELM_External_Learner
LMLELM_External_Learning_Admin
LMLELM_FRENCH_ENH
LMLELM_Instructor
LMLELM_Instructor_Manager
LMLELM_Integration_Admin
Delegate Manage AppRpt Time
Delegate Manage Career Plan
Delegate Manage Overtime Req
Delegate Manage Report Time
Delegate Manager Absence Appr
Delegate Manager Absence Bal
Delegate Manager Absence Hist
Delegate Manager Absence Rqst
Delegate TBH Status
Delegate Update Compensation
Delegate_FullPartStat_Initiate
Delegate_FullPart_Approve
Delegate_GSS_Approve
DC_WF_ROLE_USERID_BY_EINSTINFO
DC_ADMIN_HR_SSC
DCGR_BR_637_ANOTA_PEINE
DCGR_DSE
DC_WF_ROLE_USERID_BY_TEAM
DCGR_BR_W495
DCGR_010_019_05
DCGR_010_019_09
DCGR_010_019_19
DCGR_010_037
DCGR_010_201
DCGR_020
DCGR_021
HR Administrator SGP
HR Dept. Manager
HR VP
HRHD Administrator
HRHD Administrator CAN
HRHD Administrator USA
HRHD Administrator USF
HRHD All Levels
HRHD EMEA Administrator
HRHD EMEA Agent
HRHD Level One Agent
HRHD Level One Agent CAN
HRHD Level One Agent USA
HRHD Level One Agent USF
HRHD Level Three Agent
HRHD Level Three Agent CAN
HRHD Level Three Agent USA
HRHD Level Three Agent USF
HRHD Level Two Agent
HRHD Level Two Agent CAN
HRHD Level Two Agent USA
HRHD Level Two Agent USF
Health & Safety Admin. AUS
Hiring Manager
I9 Administrator
Job Tree Builder Administrator
Delegate Manage Appr Document
E-Performance Manager
E-Performance Module
E-Performance Setup
EOEC_INT_DEVELOPMENT
EOEN_USER
EOMW_APPROVER
EOMW_REVIEWER
EOTL_Admin
EPerformance-SelfService User
Evaluator for Open Ended Quest
DCGR_VORSTAND_SEK
DCGR_BR_224_NDL
DC_RECRUITER
DCGR_GMBH_ALLE
DC_ADMIN_DCGR_GMBH
DCGR_GMBH_AUSNAHMEN
DC_FOUNDATION
DC_FOUNDATION_READ
DC_VORGESETZTER
DC_ZEUGNISTOOL
DCGR_010_001
DC_MA_IDENT
DC_MITARB_ADDON_GMBH
DC_VORG_ADDON_GMBH
DCGR_226
DCGR_227
DCGR_229
DCGR_231
DCGR_232
DCGR_233
DC_ERA_BEWERTER
DCGR_235
DCGR_236
DCGR_237
DCGR_069
DCGR_096
DCGR_098
DCGR_203
DCGR_204
DCGR_205
DCGR_207
DCGR_208
DCGR_209
DCGR_210
DCGR_211
DCGR_212
DCGR_213
DCGR_214
DCGR_216
DCGR_217
DCGR_218
DCGR_219
DCGR_220
DCGR_221
DCGR_222
DCGR_223
DCGR_225
DCGR_397
HR Labor Setup
HR MIL Rank Change Reviewer
HR Military Career Manager
HR Representative
HR System Administrator
HR System Administrator BRA
HR Technical/Admin
HR Template Creation
HR Template Setup
HR Template User
Health & Safety Adm GBR
Health & Safety Admin. BRA
Health & Safety Admin. CAN
Health & Safety Admin. CHE
Health & Safety Admin. DEU
Health & Safety Admin. ESP
Health & Safety Admin. FRA
Health & Safety Admin. IND
Delegate_Transfer_Approve
Delegate_Transfer_Initiate
Delegate_View_Employee_Info
Directory Administrator
E&G Administrator
E-Performance Common Setup DO
EOAW_ADMINISTRATOR
EOCF_ADMINISTRATOR
EODI_Administrator
EODI_RemoteUser
EOPM_SUPD
EOPP_USER
EORM_ADMIN
EORM_USER
EOTF_ADMIN
EOTF_ANALYST
EOTF_USER
ETL Map Specialist
Empl/Salary Verification Admin
Employee
Employee Review Admin USF
Employee Review Administrator
Employee Review Employee
Employee Review Manager
Employee Review Setup
Employee Review Setup USF
Ent Utilities Administrator
External Applicant
FORM_ADMIN
FORM_DESIGNER
FORM_TO_CI_DEVELOPERS
FORM_USER
FPS Career Administrator
DCGR_238
DCGR_239
DCGR_240
DCGR_241
DCGR_242
DCGR_243
DCGR_244
DCGR_245
DCGR_247
DCGR_248
DCGR_249
DCGR_254
DCGR_256
DCGR_257_212
DCGR_257_238
DCGR_257_241
DCGR_257_242
DCGR_257_243
DCGR_257_257_00
DCGR_259
DCGR_260
DCGR_261
DCGR_262
DCGR_263
DCGR_264
DCGR_265
DCGR_266
DCGR_268
DCGR_269
ACM Administrator
ADS Designer
APP_MSG_ADMINISTRATOR
ActivityGuideSysAdmin
BOE Admin
BOE Viewing
CCR Execution
CCR Publisher
CE User
Company Info Administrator
Composite Query Developer
Connected Queries Developer
Connected Queries User
Dashboard Administrator
Dashboard Implementer
Dashboard User
Data Masking Designer
Data Masking User
DC_APP
DC_BETRIEBSORGANISATION
DC_ADP_ARCHIV_ADMIN
DC_BRIEFE_ADMIN
DC_GSS
DCGR_063_063_43
DC_PPSP
DCGR_GMBH_ROT
DC_EAPRUEFPOOL_INTERN
DC_ARCHIV_FEBE
DC_ENTGELT_LEITUNG
DC_ARCHIV_EA_PRUEFER_STEUER
DC_ARCHIV_EA_LEITUNG
DCGR_Betrieb_065
DCGR_Betrieb_067
DCGR_Betrieb_068
DCGR_Betrieb_069
DCGR_Betrieb_MBVD
DCGR_Betrieb_RD
DCGR_Betrieb_Untertürkheim
DCGR_Betrieb_Zentrale
DCGR_LC_260
DCGR_LC_261
DCGR_LC_262
DCGR_LC_263
DCGR_LC_264
DCGR_NDL_203
DCGR_NDL_204
DCGR_NDL_205
DCGR_BR_245_PKW
DCGR_BR_247_LKW
DC_AMS_ABRSTEUERUNG
Company Directory Fluid
Company Directory Fluid Guest
GP Payroll Pivot Administrator
GPSC Administrator
HR Matrix Manager
Payroll Fusion Administrator
SCH Auto Enrollment User
SCH Auto Enrollments Admin
Standard ADS Permissions
TL Auto Enrollment User
TL Auto Enrollments Admin
DCGR_BR_BERLIN_MBVG
DC_ADMIN_DCGR_BR_BERLIN_MBVG
DCGR_BR_BERLIN_SMART
DC_ADMIN_DCGR_BR_BERLIN_NDL
DC_ADMIN_DCGR_BR_BERLIN_SMART
DC_AMS_ADMINISTRATOR
DC_AMS_FOUNDATION
DC_HR_ERA
DC_GLL_CORR
DC_GLL_FREIGABE
DC_GLL
DCGR_BR_LEIPZIG_MBVG
DCGR_BR_BERLIN_NDL
DC_ABRST_UPL_KONZGES
DC_KONZGES_UPL_FREIG
DCGR_DUAL
DC_ADMIN_DCGR_BR_LEIPZIG_MBVG
DC_AMS_PROCESS
DC_HR_SSC
DC_ARCHIV_HR_CONSULTANT
DC_RISKTAKER
DCHRSKRI
IPWALL
IPWESS
DC_ARCHIV_CC
DC_HR_CCENTER
DC_ARCHIV_FB_ADMIN
DC_EADVSTEUERUNG_ZENTRAL
DC_EAPFAENDER
DC_HD_NON_SSC
DC_ARCHIV_EA_EXPATS
DC_ARCHIV_HR_PERSONALMANAGER
DCGR_NDL_217
DCGR_NDL_218
DCGR_NDL_219
DCGR_NDL_220
DCGR_NDL_221
DCGR_NDL_222
DCGR_NDL_223
DCGR_NDL_224
DCGR_NDL_225
DCGR_NDL_226
DCGR_NDL_227
DCGR_NDL_229
DCGR_NDL_231
DCGR_NDL_232
DCGR_NDL_233
DCGR_NDL_235
DCGR_NDL_236
DCGR_NDL_237
DCGR_NDL_239
DCGR_NDL_240
DCGR_NDL_244
DCGR_NDL_245
DCGR_NDL_247
DCGR_NDL_248
DCGR_NDL_249
DCGR_NDL_254
DCGR_NDL_265
DCGR_NDL_266
DCGR_NDL_268
DCGR_UT_LU
DCGR_V_BAYERN
DCGR_V_BERLIN
DCGR_V_NORD
DCGR_V_RHEINLAND
DCGR_V_RHEINMAIN
DCGR_V_WEST
DCGR_NDL_207
DCGR_NDL_208
DCGR_NDL_209
DCGR_NDL_210
DCGR_NDL_211
DCGR_NDL_212
DC_ENTGELTABRECHNER_SE
DC_HRCONSULTANT_CORR
DCGR_032
DCGR_037
DCGR_040
DCGR_044
DCGR_050_050
DCGR_050_059_09
DCGR_050_059_19
